Other Ambulatory,"Emergency Medical Technicians and Paramedics","118,210","Emergency Medical Technicians","79,970","Paramedics","38,240","Phlebotomists","20,650","Registered Nurses","18,030","Clinical Laboratory Technologists and Technicians","11,780","Medical and Health Services Managers","8,560","Customer Service Representatives","8,260","General and Operations Managers","6,430","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","6,010",
Home Health,"Home Health and Personal Care Aides","878,310","Registered Nurses","173,640","Licensed Practical and Licensed Vocational Nurses","83,100","Nursing Assistants","81,640","Physical Therapists","25,420","Medical and Health Services Managers","23,520","Healthcare Social Workers","22,890","Office Clerks, General","20,250","Medical Secretaries and Administrative Assistants","12,470","General and Operations Managers","12,270",
Medical and,"Clinical Laboratory Technologists and Technicians","70,960","Phlebotomists","46,780","Radiologic Technologists and Technicians","16,060","Couriers and Messengers","13,800","Customer Service Representatives","12,860","Medical Secretaries and Administrative Assistants","10,630","Diagnostic Medical Sonographers","8,510","Magnetic Resonance Imaging Technologists","7,540","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","7,520","Medical and Health Services Managers","6,760",
Outpatient Care,"Registered Nurses","152,120","Substance Abuse, Behavioral Disorder, and Mental Health Counselors","76,420","Medical Assistants","70,580","Health Technologists and Technicians, All Other","49,920","Medical Secretaries and Administrative Assistants","45,470","Medical and Health Services Managers","36,350","Licensed Practical and Licensed Vocational Nurses","33,230","Receptionists and Information Clerks","27,360","Mental Health and Substance Abuse Social Workers","25,740","Nurse Practitioners","23,760",
Offices of,"Physical Therapists","85,480","Receptionists and Information Clerks","67,510","Medical Assistants","61,550","Medical Secretaries and Administrative Assistants","51,930","Substance Abuse, Behavioral Disorder, and Mental Health Counselors","49,110","Physical Therapist Assistants","44,900","Speech-Language Pathologists","41,250","Office Clerks, General","40,830","Occupational Therapists","38,900","Chiropractors","34,660",
Offices of,"Dental Assistants","332,540","Dental Hygienists","203,330","Dentists, General","107,670","Receptionists and Information Clerks","88,320","Medical Secretaries and Administrative Assistants","82,660","First-Line Supervisors of Office and Administrative Support Workers","36,370","Office Clerks, General","33,800","Billing and Posting Clerks","14,830","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","13,550","Bookkeeping, Accounting, and Auditing Clerks","10,220",
Offices of,"Medical Assistants","427,730","Medical Secretaries and Administrative Assistants","220,230","Registered Nurses","208,760","Receptionists and Information Clerks","179,690","Physicians, All Other","126,580","Nurse Practitioners","122,830","Billing and Posting Clerks","80,270","Licensed Practical and Licensed Vocational Nurses","79,130","Physician Assistants","76,270","First-Line Supervisors of Office and Administrative Support Workers","76,260",
Educational Support,"Instructional Coordinators","18,250","Tutors","13,920","Teaching Assistants, Except Postsecondary","11,500","General and Operations Managers","9,850","Educational Instruction and Library Workers, All Other","8,040","Educational, Guidance, and Career Counselors and Advisors","7,940","Office Clerks, General","6,150","Teachers and Instructors, All Other","5,690","Substitute Teachers, Short-Term","5,600","Training and Development Specialists","4,940",
Other Schools,"Self-Enrichment Teachers","136,810","Tutors","64,440","Coaches and Scouts","52,420","Exercise Trainers and Group Fitness Instructors","19,020","General and Operations Managers","17,080","Office Clerks, General","15,030","Teaching Assistants, Except Postsecondary","9,140","Receptionists and Information Clerks","8,270","Education Administrators, All Other","8,210","Teachers and Instructors, All Other","8,210",
Technical and,"Career/Technical Education Teachers, Postsecondary","40,920","Training and Development Specialists","5,860","Self-Enrichment Teachers","4,610","Office Clerks, General","4,520","Education Administrators, Postsecondary","4,090","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","3,980","Educational, Guidance, and Career Counselors and Advisors","3,950","General and Operations Managers","3,710","Commercial Pilots","3,630","Receptionists and Information Clerks","2,950",
Business Schools,"Training and Development Specialists","12,710","General and Operations Managers","6,090","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","3,880","Self-Enrichment Teachers","2,690","Instructional Coordinators","2,470","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","2,350","Office Clerks, General","2,300","Market Research Analysts and Marketing Specialists","2,080","Software Developers","2,020","Customer Service Representatives","1,990",
Colleges,"Health Specialties Teachers, Postsecondary","169,870","Postsecondary Teachers, All Other","156,430","Education Administrators, Postsecondary","134,960","Teaching Assistants, Postsecondary","115,990","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","102,400","Office Clerks, General","91,720","Educational, Guidance, and Career Counselors and Advisors","77,670","Art, Drama, and Music Teachers, Postsecondary","76,630","Business Teachers, Postsecondary","64,250","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","59,090",
Junior Colleges,"Postsecondary Teachers, All Other","52,300","Career/Technical Education Teachers, Postsecondary","38,460","Educational, Guidance, and Career Counselors and Advisors","24,960","Education Administrators, Postsecondary","24,080","Office Clerks, General","21,230","Health Specialties Teachers, Postsecondary","20,610","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","19,670","English Language and Literature Teachers, Postsecondary","19,600","Nursing Instructors and Teachers, Postsecondary","17,770","Mathematical Science Teachers, Postsecondary","17,220",
Elementary and,"Elementary School Teachers, Except Special Education","1,388,630","Teaching Assistants, Except Postsecondary","1,065,790","Secondary School Teachers, Except Special and Career/Technical Education","1,033,420","Middle School Teachers, Except Special and Career/Technical Education","609,830","Substitute Teachers, Short-Term","353,390","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","311,360","Education Administrators, Kindergarten through Secondary","279,930","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","224,470","Bus Drivers, School","193,220","Special Education Teachers, Kindergarten and Elementary School","191,610",
Remediation and,"Hazardous Materials Removal Workers","30,200","Septic Tank Servicers and Sewer Pipe Cleaners","14,990","Heavy and Tractor-Trailer Truck Drivers","10,860","First-Line Supervisors of Construction Trades and Extraction Workers","10,200","Laborers and Freight, Stock, and Material Movers, Hand","9,870","General and Operations Managers","8,070","Construction Laborers","7,440","Office Clerks, General","6,320","Project Management Specialists","3,930","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","3,600",
Waste Treatment,"Refuse and Recyclable Material Collectors","16,970","Heavy and Tractor-Trailer Truck Drivers","12,100","Laborers and Freight, Stock, and Material Movers, Hand","6,130","Operating Engineers and Other Construction Equipment Operators","6,060","Hazardous Materials Removal Workers","4,870","General and Operations Managers","3,660","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","2,700","Water and Wastewater Treatment Plant and System Operators","2,370","Office Clerks, General","2,340","Bus and Truck Mechanics and Diesel Engine Specialists","2,210",
Waste Collection,"Refuse and Recyclable Material Collectors","66,410","Heavy and Tractor-Trailer Truck Drivers","44,830","Laborers and Freight, Stock, and Material Movers, Hand","11,230","Bus and Truck Mechanics and Diesel Engine Specialists","8,730","General and Operations Managers","7,350","Office Clerks, General","6,500","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","6,480","Customer Service Representatives","3,700","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","3,360","Bookkeeping, Accounting, and Auditing Clerks","3,020",
Other Support,"Crossing Guards and Flaggers","33,860","Firefighters","19,780","Laborers and Freight, Stock, and Material Movers, Hand","18,170","General and Operations Managers","12,420","Customer Service Representatives","10,500","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","9,570","Packers and Packagers, Hand","9,530","Packaging and Filling Machine Operators and Tenders","8,790","Office Clerks, General","8,280","Stockers and Order Fillers","8,000",
Services to,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","835,610","Landscaping and Groundskeeping Workers","548,980","Pest Control Workers","87,010","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","83,670","Maids and Housekeeping Cleaners","78,340","General and Operations Managers","64,520","First-Line Supervisors of Housekeeping and Janitorial Workers","61,150","Office Clerks, General","49,000","Tree Trimmers and Pruners","42,340","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","36,310",
Investigation and,"Security Guards","690,810","Security and Fire Alarm Systems Installers","50,750","Miscellaneous First-Line Supervisors, Protective Service Workers","29,020","First-Line Supervisors of Security Workers","27,510","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","15,250","General and Operations Managers","14,220","Locksmiths and Safe Repairers","10,720","Office Clerks, General","10,200","Customer Service Representatives","9,180","Dispatchers, Except Police, Fire, and Ambulance","8,440",
Travel Arrangement,"Travel Agents","39,560","Reservation and Transportation Ticket Agents and Travel Clerks","15,830","Customer Service Representatives","13,790","General and Operations Managers","8,730","Tour and Travel Guides","7,370","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","5,260","Market Research Analysts and Marketing Specialists","4,530","First-Line Supervisors of Office and Administrative Support Workers","4,000","Bookkeeping, Accounting, and Auditing Clerks","3,450","First-Line Supervisors of Non-Retail Sales Workers","3,380",
Business Support,"Customer Service Representatives","291,470","Telemarketers","66,400","Bill and Account Collectors","55,710","First-Line Supervisors of Office and Administrative Support Workers","38,170","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","25,390","General and Operations Managers","22,690","Office Clerks, General","14,760","Counter and Rental Clerks","13,320","Medical Transcriptionists","12,150","Computer User Support Specialists","12,090",
Employment Services,"Laborers and Freight, Stock, and Material Movers, Hand","567,310","Miscellaneous Assemblers and Fabricators","239,960","Human Resources Specialists","158,150","Packers and Packagers, Hand","139,860","Customer Service Representatives","123,250","Registered Nurses","118,820","Production Workers, All Other","99,840","Office Clerks, General","91,780","Stockers and Order Fillers","79,010","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","77,290",
Facilities Support,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","35,250","Correctional Officers and Jailers","14,750","Maintenance and Repair Workers, General","10,880","Maids and Housekeeping Cleaners","4,520","Landscaping and Groundskeeping Workers","4,000","Laborers and Freight, Stock, and Material Movers, Hand","3,670","General and Operations Managers","3,640","Stockers and Order Fillers","3,290","First-Line Supervisors of Housekeeping and Janitorial Workers","3,170","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","3,020",
Office Administrative,"General and Operations Managers","38,960","Customer Service Representatives","37,300","Bookkeeping, Accounting, and Auditing Clerks","27,950","Accountants and Auditors","22,800","Office Clerks, General","22,090","First-Line Supervisors of Office and Administrative Support Workers","18,220","Billing and Posting Clerks","17,030","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","16,770","Human Resources Specialists","15,430","Financial Managers","12,120",
Management of,"General and Operations Managers","110,830","Customer Service Representatives","109,640","Accountants and Auditors","105,620","Financial Managers","83,790","Bookkeeping, Accounting, and Auditing Clerks","80,700","Software Developers","78,280","Market Research Analysts and Marketing Specialists","66,900","Business Operations Specialists, All Other","65,280","First-Line Supervisors of Office and Administrative Support Workers","61,420","Human Resources Specialists","61,410",
Other Professional,"Veterinary Technologists and Technicians","109,230","Veterinary Assistants and Laboratory Animal Caretakers","102,180","Veterinarians","72,750","Receptionists and Information Clerks","61,360","Animal Caretakers","37,300","Customer Service Representatives","29,000","General and Operations Managers","28,780","Photographers","24,790","Office Clerks, General","20,670","Interpreters and Translators","18,910",
Advertising,"Advertising Sales Agents","45,570","Market Research Analysts and Marketing Specialists","38,760","Public Relations Specialists","37,190","General and Operations Managers","27,340","Graphic Designers","24,020","Art Directors","16,730","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","16,110","Marketing Managers","10,700","Project Management Specialists","10,620","Merchandise Displayers and Window Trimmers","10,460",
Scientific Research,"Software Developers","43,390","Medical Scientists, Except Epidemiologists","42,550","Natural Sciences Managers","32,930","General and Operations Managers","31,940","Mechanical Engineers","22,440","Biological Technicians","22,280","Project Management Specialists","21,400","Biochemists and Biophysicists","19,370","Chemists","17,620","Business Operations Specialists, All Other","17,050",
Management,"Management Analysts","215,160","General and Operations Managers","121,410","Market Research Analysts and Marketing Specialists","95,170","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","71,300","Project Management Specialists","59,760","Customer Service Representatives","58,420","Business Operations Specialists, All Other","54,800","Software Developers","43,870","Accountants and Auditors","43,060","Office Clerks, General","36,010",
Computer Systems,"Software Developers","526,240","Computer User Support Specialists","160,800","Computer Systems Analysts","129,700","Computer and Information Systems Managers","120,490","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","108,460","General and Operations Managers","88,490","Computer Occupations, All Other","81,180","Project Management Specialists","65,340","Software Quality Assurance Analysts and Testers","65,310","Management Analysts","60,890",
Specialized Design,"Interior Designers","25,400","Graphic Designers","23,480","General and Operations Managers","10,600","Office Clerks, General","4,740","Project Management Specialists","4,610","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","4,500","Art Directors","3,880","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","3,240","Commercial and Industrial Designers","2,990","Market Research Analysts and Marketing Specialists","2,750",
Architectural,"Civil Engineers","160,700","Architects, Except Landscape and Naval","93,450","Architectural and Civil Drafters","74,040","Project Management Specialists","72,610","Mechanical Engineers","55,120","Architectural and Engineering Managers","53,560","General and Operations Managers","49,350","Construction and Building Inspectors","42,820","Electrical Engineers","38,440","Surveying and Mapping Technicians","36,190",
Accounting,"Accountants and Auditors","339,290","Bookkeeping, Accounting, and Auditing Clerks","100,000","Tax Preparers","78,340","Financial Managers","48,970","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","38,510","Office Clerks, General","33,200","Billing and Posting Clerks","30,150","Management Analysts","30,020","First-Line Supervisors of Office and Administrative Support Workers","26,160","General and Operations Managers","26,130",
Legal Services,"Lawyers","434,360","Paralegals and Legal Assistants","263,170","Legal Secretaries and Administrative Assistants","130,590","Office Clerks, General","30,630","Receptionists and Information Clerks","27,690","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","23,360","Title Examiners, Abstractors, and Searchers","23,230","Bookkeeping, Accounting, and Auditing Clerks","21,990","First-Line Supervisors of Office and Administrative Support Workers","19,590","Legal Support Workers, All Other","13,870",
Lessors of,"General and Operations Managers","2,830","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","1,810","Accountants and Auditors","1,140","Market Research Analysts and Marketing Specialists","1,100","Bookkeeping, Accounting, and Auditing Clerks","860","Training and Development Specialists","820","Customer Service Representatives","800","Business Operations Specialists, All Other","800","Office Clerks, General","760","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","670",
Automotive Equipment,"Counter and Rental Clerks","55,650","Cleaners of Vehicles and Equipment","21,660","Bus and Truck Mechanics and Diesel Engine Specialists","13,450","First-Line Supervisors of Retail Sales Workers","8,770","General and Operations Managers","6,710","Automotive Service Technicians and Mechanics","6,460","Heavy and Tractor-Trailer Truck Drivers","6,360","Motor Vehicle Operators, All Other","5,850","Light Truck Drivers","5,380","Customer Service Representatives","4,660",
Rental and,"Counter and Rental Clerks","28,640","Laborers and Freight, Stock, and Material Movers, Hand","25,920","General and Operations Managers","22,570","Light Truck Drivers","18,890","Mobile Heavy Equipment Mechanics, Except Engines","16,380","Heavy and Tractor-Trailer Truck Drivers","15,110","Customer Service Representatives","12,720","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","10,980","Audio and Video Technicians","8,080","Office Clerks, General","7,290",
Real Estate,"Maintenance and Repair Workers, General","306,880","Property, Real Estate, and Community Association Managers","208,620","Real Estate Sales Agents","157,150","Office Clerks, General","100,050","Counter and Rental Clerks","95,570","General and Operations Managers","74,590","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","68,340","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","55,420","Bookkeeping, Accounting, and Auditing Clerks","51,300","Real Estate Brokers","48,060",
Other Investment,"Financial and Investment Analysts","1,820","General and Operations Managers","1,170","Accountants and Auditors","1,150","Financial Managers","1,030","Personal Financial Advisors","950","Office Clerks, General","940","Home Health and Personal Care Aides","680","Bookkeeping, Accounting, and Auditing Clerks","650","Securities, Commodities, and Financial Services Sales Agents","620","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","580",
Insurance and,"Compensation, Benefits, and Job Analysis Specialists","1,190","Customer Service Representatives","740","Insurance Sales Agents","650","General and Operations Managers","500","Personal Financial Advisors","460","Office Clerks, General","430","Claims Adjusters, Examiners, and Investigators","430","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","380","Accountants and Auditors","370","Bookkeeping, Accounting, and Auditing Clerks","310",
Agencies,"Insurance Sales Agents","338,080","Customer Service Representatives","152,910","Insurance Claims and Policy Processing Clerks","99,460","Claims Adjusters, Examiners, and Investigators","92,760","General and Operations Managers","57,540","Office Clerks, General","38,840","Insurance Underwriters","38,150","First-Line Supervisors of Office and Administrative Support Workers","32,000","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","30,780","Bookkeeping, Accounting, and Auditing Clerks","23,170",
Insurance Carriers,"Customer Service Representatives","129,810","Claims Adjusters, Examiners, and Investigators","114,460","Insurance Claims and Policy Processing Clerks","86,980","Insurance Sales Agents","82,140","Insurance Underwriters","58,390","Management Analysts","39,220","Software Developers","37,600","General and Operations Managers","33,070","First-Line Supervisors of Office and Administrative Support Workers","31,880","Registered Nurses","31,580",
Securities,"Personal Financial Advisors","204,430","Securities, Commodities, and Financial Services Sales Agents","157,030","Financial and Investment Analysts","76,040","Financial Managers","51,380","General and Operations Managers","41,930","Accountants and Auditors","33,770","Customer Service Representatives","32,680","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","31,960","Office Clerks, General","29,800","Software Developers","26,480",
Nondepository Credit,"Loan Officers","115,240","Loan Interviewers and Clerks","87,170","Customer Service Representatives","42,550","General and Operations Managers","26,590","Securities, Commodities, and Financial Services Sales Agents","26,470","Financial Managers","24,590","First-Line Supervisors of Office and Administrative Support Workers","22,440","Bill and Account Collectors","20,140","Software Developers","13,910","Retail Salespersons","13,490",
Credit Intermediation,"Tellers","336,970","Securities, Commodities, and Financial Services Sales Agents","226,130","Loan Officers","172,200","Customer Service Representatives","135,930","Loan Interviewers and Clerks","109,160","Financial Managers","99,540","First-Line Supervisors of Office and Administrative Support Workers","95,860","General and Operations Managers","51,670","Software Developers","50,640","Personal Financial Advisors","50,400",
Monetary Authorities-Central,"Financial Examiners","2,080","Software Developers","1,200","Security Guards","1,180","Management Analysts","940","Financial Managers","890","General and Operations Managers","820","Information Security Analysts","810","Financial and Investment Analysts","740","Customer Service Representatives","740","Computer and Information Systems Managers","730",
Web Search,"Software Developers","41,590","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","10,480","Library Assistants, Clerical","7,530","Librarians and Media Collections Specialists","7,300","Computer and Information Systems Managers","6,540","General and Operations Managers","6,150","Library Technicians","5,050","Customer Service Representatives","4,360","Market Research Analysts and Marketing Specialists","4,080","Web and Digital Interface Designers","4,020",
Computing Infrastructure,"Software Developers","67,690","Customer Service Representatives","33,870","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","28,580","Computer User Support Specialists","21,930","Computer and Information Systems Managers","21,040","General and Operations Managers","15,730","Computer Systems Analysts","15,660","Computer Occupations, All Other","11,160","Market Research Analysts and Marketing Specialists","11,040","Project Management Specialists","10,090",
Telecommunications,"Telecommunications Equipment Installers and Repairers, Except Line Installers","105,440","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","79,420","Telecommunications Line Installers and Repairers","66,790","Customer Service Representatives","50,030","Electronics Engineers, Except Computer","19,830","Computer Network Support Specialists","18,390","Computer Network Architects","17,580","Software Developers","15,180","First-Line Supervisors of Mechanics, Installers, and Repairers","14,550","Computer User Support Specialists","13,950",
Media Streaming,"Producers and Directors","22,520","Software Developers","13,260","News Analysts, Reporters, and Journalists","12,600","Broadcast Technicians","8,910","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","8,590","Business Operations Specialists, All Other","8,370","General and Operations Managers","8,370","Broadcast Announcers and Radio Disc Jockeys","8,000","Editors","7,900","Market Research Analysts and Marketing Specialists","7,810",
Radio and,"Producers and Directors","17,810","Broadcast Announcers and Radio Disc Jockeys","15,360","Advertising Sales Agents","13,820","News Analysts, Reporters, and Journalists","10,300","Broadcast Technicians","9,810","General and Operations Managers","5,240","Office Clerks, General","2,720","Editors","2,440","Photographers","2,210","Market Research Analysts and Marketing Specialists","2,160",
Software Publishers,"Software Developers","162,130","Computer and Information Systems Managers","30,440","Computer User Support Specialists","29,570","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","28,820","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","26,870","Market Research Analysts and Marketing Specialists","21,460","General and Operations Managers","21,010","Customer Service Representatives","20,090","Software Quality Assurance Analysts and Testers","19,070","Project Management Specialists","14,220",
Newspaper,"Editors","40,660","Advertising Sales Agents","23,300","News Analysts, Reporters, and Journalists","18,020","General and Operations Managers","13,740","Graphic Designers","12,590","Market Research Analysts and Marketing Specialists","11,750","Customer Service Representatives","10,310","Software Developers","8,960","Office Clerks, General","8,040","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","7,790",
Sound Recording,"Sound Engineering Technicians","2,690","Producers and Directors","1,960","General and Operations Managers","1,250","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","1,200","Market Research Analysts and Marketing Specialists","810","Business Operations Specialists, All Other","740","Accountants and Auditors","680","Audio and Video Technicians","670","Office Clerks, General","560","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","560",
Motion Picture,"Producers and Directors","59,210","Ushers, Lobby Attendants, and Ticket Takers","48,250","Actors","18,950","Fast Food and Counter Workers","18,630","Film and Video Editors","18,580","Special Effects Artists and Animators","16,700","General and Operations Managers","14,500","Editors","11,190","Camera Operators, Television, Video, and Film","9,570","Production, Planning, and Expediting Clerks","9,460",
Warehousing and,"Laborers and Freight, Stock, and Material Movers, Hand","427,000","Stockers and Order Fillers","419,710","Industrial Truck and Tractor Operators","313,770","Packers and Packagers, Hand","86,600","Heavy and Tractor-Trailer Truck Drivers","84,650","Shipping, Receiving, and Inventory Clerks","79,960","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","57,360","Maintenance and Repair Workers, General","31,840","First-Line Supervisors of Office and Administrative Support Workers","27,330","Customer Service Representatives","23,590",
Local Messengers,"Light Truck Drivers","104,810","Couriers and Messengers","14,250","Heavy and Tractor-Trailer Truck Drivers","8,430","Packers and Packagers, Hand","8,120","Driver/Sales Workers","7,630","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","4,710","Laborers and Freight, Stock, and Material Movers, Hand","4,310","General and Operations Managers","3,990","Dispatchers, Except Police, Fire, and Ambulance","3,790","Office Clerks, General","1,820",
Couriers and,"Laborers and Freight, Stock, and Material Movers, Hand","336,770","Light Truck Drivers","331,850","Heavy and Tractor-Trailer Truck Drivers","68,640","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","40,510","Conveyor Operators and Tenders","12,330","Customer Service Representatives","11,320","Couriers and Messengers","10,550","Aircraft Mechanics and Service Technicians","9,330","General and Operations Managers","8,830","Cargo and Freight Agents","6,910",
Postal Service,"Postal Service Mail Carriers","326,760","Postal Service Mail Sorters, Processors, and Processing Machine Operators","119,200","Postal Service Clerks","77,690","First-Line Supervisors of Office and Administrative Support Workers","14,430","Postmasters and Mail Superintendents","13,460","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","13,150","Heavy and Tractor-Trailer Truck Drivers","6,660","Maintenance and Repair Workers, General","6,630","Production, Planning, and Expediting Clerks","5,290","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","4,490",
Other Support,"Laborers and Freight, Stock, and Material Movers, Hand","5,260","Packers and Packagers, Hand","4,070","Heavy and Tractor-Trailer Truck Drivers","2,590","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,450","General and Operations Managers","1,430","Light Truck Drivers","1,250","Customer Service Representatives","1,220","Shipping, Receiving, and Inventory Clerks","1,200","Industrial Truck and Tractor Operators","1,160","Packaging and Filling Machine Operators and Tenders","1,010",
Freight Transportation,"Cargo and Freight Agents","55,310","Laborers and Freight, Stock, and Material Movers, Hand","16,430","Heavy and Tractor-Trailer Truck Drivers","15,230","Customer Service Representatives","12,510","General and Operations Managers","11,970","First-Line Supervisors of Office and Administrative Support Workers","11,540","Shipping, Receiving, and Inventory Clerks","8,980","Bookkeeping, Accounting, and Auditing Clerks","8,540","Dispatchers, Except Police, Fire, and Ambulance","7,590","Logisticians","6,730",
Support Activities,"Heavy and Tractor-Trailer Truck Drivers","51,810","Dispatchers, Except Police, Fire, and Ambulance","9,780","Office Clerks, General","4,890","Laborers and Freight, Stock, and Material Movers, Hand","4,740","General and Operations Managers","4,350","Light Truck Drivers","4,100","Automotive Service Technicians and Mechanics","3,530","Bus and Truck Mechanics and Diesel Engine Specialists","2,940","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","2,630","Industrial Truck and Tractor Operators","2,230",
Support Activities,"Laborers and Freight, Stock, and Material Movers, Hand","12,910","Captains, Mates, and Pilots of Water Vessels","10,020","Sailors and Marine Oilers","7,490","Crane and Tower Operators","5,680","General and Operations Managers","4,490","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","4,450","Industrial Truck and Tractor Operators","4,090","Tank Car, Truck, and Ship Loaders","3,630","Heavy and Tractor-Trailer Truck Drivers","2,670","Ship Engineers","2,410",
Support Activities,"Rail Car Repairers","6,090","Laborers and Freight, Stock, and Material Movers, Hand","2,370","Railroad Brake, Signal, and Switch Operators and Locomotive Firers","1,620","General and Operations Managers","1,520","First-Line Supervisors of Mechanics, Installers, and Repairers","1,220","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","1,120","Welders, Cutters, Solderers, and Brazers","1,090","Heavy and Tractor-Trailer Truck Drivers","1,090","Rail Transportation Workers, All Other","1,080","Tank Car, Truck, and Ship Loaders","980",
Support Activities,"Aircraft Mechanics and Service Technicians","39,660","Laborers and Freight, Stock, and Material Movers, Hand","17,590","Aircraft Service Attendants","13,410","Reservation and Transportation Ticket Agents and Travel Clerks","8,830","Passenger Attendants","7,730","Customer Service Representatives","7,690","Avionics Technicians","7,020","General and Operations Managers","6,200","Cleaners of Vehicles and Equipment","6,000","Cargo and Freight Agents","5,780",
Scenic and,"Commercial Pilots","500","Aircraft Mechanics and Service Technicians","270","Tour and Travel Guides","150","Reservation and Transportation Ticket Agents and Travel Clerks","140","General and Operations Managers","140","Office Clerks, General","120","Transportation Workers, All Other","110","First-Line Supervisors of Office and Administrative Support Workers","100","Laborers and Freight, Stock, and Material Movers, Hand","80","Helpers--Installation, Maintenance, and Repair Workers","70",
Scenic and,"Captains, Mates, and Pilots of Water Vessels","3,810","Sailors and Marine Oilers","2,160","General and Operations Managers","740","Reservation and Transportation Ticket Agents and Travel Clerks","700","Passenger Attendants","670","Motorboat Operators","620","Waiters and Waitresses","600","Tour and Travel Guides","470","Office Clerks, General","400","Bartenders","310",
Scenic and,"Tour and Travel Guides","2,220","Bus Drivers, Transit and Intercity","2,000","General and Operations Managers","530","Reservation and Transportation Ticket Agents and Travel Clerks","370","Bus and Truck Mechanics and Diesel Engine Specialists","330","Shuttle Drivers and Chauffeurs","230","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","220","Cleaners of Vehicles and Equipment","190","First-Line Supervisors of Office and Administrative Support Workers","180","Customer Service Representatives","180",
