Northwest Virginia,"Retail","2,170","Retail","2,160","Food & Beverage","1,650","Care Servicies","1,510","Services","1,380","Business","1,210","Retail","1,160","Transportation & Shipping","1,110","Transportation & Shipping","1,040","Services","980",
Northeast Virginia,"Retail","1,490","Food & Beverage","1,050","Care Servicies","940","Retail","930","Retail","890","Services","850","Business","810","Computer and Information Research Scientists","750","Food & Beverage","740","Engineers, All Other","720",
Southside Virginia,"Care Servicies","4,200","Retail","3,000","Food & Beverage","2,990","Retail","2,720","Retail","2,280","Health & Medical","1,810","Business","1,730","Health & Medical","1,710","Transportation & Shipping","1,670","Services","1,580",
Southwest Virginia,"Retail","4,100","Care Servicies","3,870","Food & Beverage","3,350","Retail","3,220","Retail","2,570","Services","2,250","Services","2,130","Transportation & Shipping","2,010","Correctional Officers and Jailers","1,980","Transportation & Shipping","1,980",
Northern Vermont,"Business","1,850","Retail","1,670","Retail","1,530","Education","1,390","Health & Medical","1,370","Services","1,160","Education","1,060","Business","1,040","Retail","1,020","Education","950",
Southern Vermont,"Business","2,980","Health & Medical","2,530","Retail","2,390","Retail","2,320","Education","2,180","Retail","1,660","Business","1,600","Bookkeeping, Accounting, and Auditing Clerks","1,500","Services","1,490","Education","1,380",
Central Utah,"Food & Beverage","2,160","Retail","2,010","Business","1,870","Transportation & Shipping","1,250","Education","1,180","Retail","1,120","Retail","1,070","Services","990","Construction Laborers","830","Services","820",
Eastern Utah,"Business","3,900","Food & Beverage","2,520","Retail","2,480","Retail","2,110","Services","1,760","Food & Beverage","1,750","Food & Beverage","1,650","Transportation & Shipping","1,590","Manufacturing & Wholesale","1,580","Education","1,500",
Coastal Plains,"Care Servicies","9,950","Retail","4,580","Business","4,300","Food & Beverage","4,070","Education","2,920","Transportation & Shipping","2,890","Services","2,710","Retail","2,530","Retail","2,510","Business","2,330",
Border Region,"Care Servicies","3,620","Retail","2,160","Food & Beverage","1,680","Detectives and Criminal Investigators","1,550","Services","1,550","Business","1,430","Retail","1,360","Retail","1,340","Transportation & Shipping","1,120","Education","1,080",
Hill Country,"Business","6,830","Retail","6,460","Food & Beverage","6,350","Retail","4,890","Correctional Officers and Jailers","4,480","Services","3,840","Retail","3,830","Care Servicies","3,580","Business","3,470","Food & Beverage","3,290",
Big Thicket,"Care Servicies","3,450","Retail","3,400","Business","3,210","Food & Beverage","3,110","Retail","2,630","Retail","2,270","Transportation & Shipping","2,120","Transportation & Shipping","2,070","Services","2,030","Health & Medical","1,820",
North Texas,"Business","9,030","Retail","8,610","Food & Beverage","7,140","Retail","6,660","Care Servicies","6,460","Retail","6,160","Transportation & Shipping","5,350","Services","5,310","Transportation & Shipping","4,630","Education","4,260",
West Texas,"Business","7,380","Transportation & Shipping","6,250","Retail","5,930","Food & Beverage","4,620","Services","3,840","Retail","3,590","Business","3,560","Education","3,240","Transportation & Shipping","3,220","Services","3,210",
East Tennessee,"Retail","5,320","Food & Beverage","4,980","Retail","4,820","Manufacturing & Wholesale","4,680","Retail","3,150","Food & Beverage","2,870","Transportation & Shipping","2,470","Manufacturing & Wholesale","2,460","Services","2,210","Transportation & Shipping","2,160",
North Central,"Retail","3,170","Transportation & Shipping","2,990","Retail","2,870","Retail","2,840","Manufacturing & Wholesale","2,810","Food & Beverage","2,300","Health & Medical","2,240","Services","2,010","Transportation & Shipping","1,930","Care Servicies","1,900",
South Central,"Manufacturing & Wholesale","3,600","Transportation & Shipping","3,180","Retail","3,110","Retail","3,000","Retail","2,640","Transportation & Shipping","2,310","Food & Beverage","2,230","Services","1,900","Business","1,490","Education","1,450",
West Tennessee,"Manufacturing & Wholesale","4,070","Retail","3,780","Transportation & Shipping","3,470","Retail","3,320","Retail","3,070","Transportation & Shipping","2,640","Services","2,460","Food & Beverage","2,380","Education","2,020","Education","1,900",
West South,"Retail","2,460","Food & Beverage","1,910","Bookkeeping, Accounting, and Auditing Clerks","1,690","Health & Medical","1,400","Retail","1,390","Services","1,250","Retail","1,190","Business","1,060","Food & Beverage","1,040","Education","1,040",
East South,"Food & Beverage","4,220","Retail","3,790","Retail","3,520","Bookkeeping, Accounting, and Auditing Clerks","3,080","Retail","2,970","Health & Medical","2,660","Services","2,380","Transportation & Shipping","2,030","Manufacturing & Wholesale","2,010","Business","1,930",
Northeast South,"Retail","3,110","Transportation & Shipping","2,760","Care Servicies","2,530","Retail","2,510","Retail","2,270","Food & Beverage","2,090","Health & Medical","1,940","Services","1,880","Transportation & Shipping","1,730","Food & Beverage","1,700",
Lower Savannah,"Manufacturing & Wholesale","1,920","Retail","1,780","Transportation & Shipping","1,660","Food & Beverage","1,580","Retail","1,370","Retail","1,340","Transportation & Shipping","1,180","Care Servicies","1,130","Services","1,000","Education","900",
